Account Name,Corporate Structure,Certified B Corp,State of Incorporation,Operating State/Province,Operating Country,Website
"Merit Janitorial Services, Delinquent September 1, 2013",Benefit Corporation,FALSE,CO,,,
Merit Medals Inc.,Benefit Corporation,FALSE,FL,,,
Merritt Sawfiling Solutions Inc.,Benefit Corporation,FALSE,NV,Nevada,United States,
Mesa Spa Company,Benefit Corporation,FALSE,CO,,,
"Metaceutical, Corp.",Benefit Corporation,FALSE,NV,,,
"Metamorphasis, LTD",Benefit Corporation,FALSE,CT,Connecticut,United States,
"Metamorphosis Law, LLC",Benefit LLC,FALSE,OR,,,
Metanoia Global Inc.,Benefit Corporation,FALSE,NY,,,
Metaspec Corporation,Benefit Corporation,FALSE,NV,,,
Metripol Corporation,Benefit Corporation,FALSE,DE,,,
Metro2000 Inc,Benefit Corporation,FALSE,NH,New Hampshire,United States,
Metropolitan Group,Benefit LLC,TRUE,OR,Oregon,United States,www.metgroup.com
"Metta Creative, PBC",Benefit Corporation,FALSE,DE,,,
"Metty'S Limos, Benefit LLC",Benefit LLC,FALSE,MD,Maryland,United States,
METWORX INDUSTRIES INC.,Benefit Corporation,FALSE,NY,,,
"Mf Fire, Benefit LLC",Benefit LLC,FALSE,MD,Maryland,United States,www.mffire.com
Mibo Fitness,Benefit Corporation,FALSE,CO,,,
"MICD, PBC",Benefit Corporation,FALSE,DE,,,
Michaels Custom Painting LLC,Benefit LLC,FALSE,OR,,,
Michaelzhanghome Inc,Benefit Corporation,FALSE,OR,,,
Michele Hislop LLC,Benefit LLC,FALSE,OR,,,
Michelle Mughir Real Estate Agent LLC,Benefit LLC,FALSE,OR,,,
Micro Electronics Inc,Benefit Corporation,FALSE,OR,,,
Microenterprise Business Consulting Inc.,Benefit Corporation,FALSE,NV,,,
"Microgrid Investment Accelerator, Inc.",Benefit Corporation,FALSE,DE,,,
Microwave LLC,Benefit LLC,FALSE,OR,,,
Mid Columbia Pest Control LLC,Benefit LLC,FALSE,OR,,,
"Mid-America Pool Renovation, Inc.",Benefit Corporation,FALSE,CO,Colorado,United States,
MidMarket Alliance,Benefit Corporation,FALSE,DE,,United States,midmarketalliance.org
"Midwest Youth A&S, Inc.",Benefit Corporation,FALSE,DE,,,
"Mightybytes, Inc.",Benefit Corporation,TRUE,IL,Illinois,United States,mightybytes.com
"Mightyverse Labs, Inc.",Benefit Corporation,FALSE,DE,,,
Migrow Inc,Benefit Corporation,FALSE,OR,,,
Miguel Hernandez Construction,Benefit Corporation,FALSE,CO,,,
Mikki Lee LLC,Benefit LLC,FALSE,OR,,,
"Milan Jolie Enterprises, Inc",Benefit Corporation,FALSE,NY,,,
Mile High Information Technology Consultants Inc.,Benefit Corporation,FALSE,CO,Colorado,United States,
Milk Road Co.,Benefit Corporation,FALSE,VA,,,
"Millemont Institute Of Water & Awareness, PBC",Benefit Corporation,FALSE,DE,,,grist.org/climate-energy/could-the-solution-to-climate-change-come-from-this-castle
Millennial Digest Inc.,Benefit Corporation,FALSE,DE,,,
Millennials Chamber Of Commerce Inc.,Benefit Corporation,FALSE,DE,,,
Millennium Carriers Group Inc,Benefit Corporation,FALSE,NV,Nevada,United States,www.mcginc.com
Miller Transport Company,Benefit Corporation,FALSE,CO,,,
Mind Body Spirit North West Inc,Benefit Corporation,FALSE,OR,,,
"Mindclick, Inc.",Benefit Corporation,FALSE,NV,,,
"Mindful Beauty Partners, Inc.",Benefit Corporation,FALSE,DE,New York,United States,
Mindfulcloud PBC,Benefit Corporation,FALSE,NJ,New Jersey,United States,www.mindfulcloud.com
"Mindfuls, PBC",Benefit Corporation,FALSE,DE,,,
Mindixkaping,Benefit Corporation,FALSE,CO,,,
"Mindlight Medical, PBC",Benefit Corporation,FALSE,DE,Massachusetts,United States,www.mindlightmedical.org
"Mindshare Marcom, LLC",Benefit Corporation,FALSE,OR,,,
"Mindspark, Inc",Benefit Corporation,FALSE,CA,California,United States,www.mindsparktech.com
Minfulcloud PBC,Benefit Corporation,FALSE,DE,,,
Minh Dung Usa Corporation,Benefit Corporation,FALSE,NV,,,
Mintz Development Corp,Benefit Corporation,FALSE,CO,,,
Minyvan Usa Inc.,Benefit Corporation,FALSE,DE,,,
Mirabilia Networks LLC,Benefit LLC,FALSE,OR,,,
Miss Polly Enterprises LLC,Benefit LLC,FALSE,OR,Oregon,United States,
"Mission Analytics Group, Inc.",Benefit Corporation,FALSE,CA,California,United States,www.missionanalyticsgroup.com
"Mission At Heart Home Health Services, Inc.",Benefit Corporation,FALSE,NV,,,
Mission Control,Benefit Corporation,FALSE,DE,,,www.missioncontrol.is
Mission Ready Academy,Benefit Corporation,FALSE,NV,,,
Missionu PBC,Benefit Corporation,FALSE,DE,,,
Missouri Coalition for Families and Children,Benefit Corporation,FALSE,DE,,,www.weightiermatter.com/missouri-coalition-families-children
"Mitec, Pbc",Benefit Corporation,FALSE,DE,,,
Mixture Of Market Inc.,Benefit Corporation,FALSE,CO,Colorado,United States,
Miyako Inc,Benefit Corporation,FALSE,CO,,,
Miyb Spaces,Benefit Corporation,FALSE,CA,California,United States,www.miyb805.com
MJ Everson Financial,Benefit Corporation,FALSE,CA,California,United States,www.mjeverson.com
MJ Sushi Inc,Benefit Corporation,FALSE,CT,Connecticut,United States,
Mk Freight Brokerage Inc,Benefit Corporation,FALSE,NV,,,
MKJ CONSTRUCTION CORP,Benefit Corporation,FALSE,NY,,,
Mkt Consulting Inc.,Benefit Corporation,FALSE,CO,,,
"Mktplace, PBC",Benefit Corporation,FALSE,DE,,,
MLM Equine Ventures Inc.,Benefit Corporation,FALSE,CO,,,
Mlsdev Inc.,Benefit Corporation,FALSE,NV,,,
Mmj Tender Inc,Benefit Corporation,FALSE,NV,,,
Mms Incorporated,Benefit Corporation,FALSE,NV,Nevada,United States,
Mnb Inc.,Benefit Corporation,FALSE,CO,,,
Mo & Jo LLC,Benefit LLC,FALSE,OR,,,
Mob Rules Games Company,Benefit Corporation,FALSE,MD,Maryland,United States,www.mobrulesgames.com
Mobiledynamics Inc,Benefit Corporation,FALSE,NV,,,
Mobility Labs Inc.,Benefit Corporation,FALSE,DE,,,mobility-labs.com
Mobilyte Inc.,Benefit Corporation,FALSE,CA,California,United States,
"Mobiusmith, Inc",Benefit Corporation,FALSE,CT,Connecticut,United States,
Mocha Corporation,Benefit Corporation,FALSE,CO,,,
Modern Capital Concepts,Benefit Corporation,FALSE,IL,Illinois,United States,
"Modern Masters, Inc.",Benefit Corporation,FALSE,DE,,,modernmasters.org
Modern Modules Incorporated,Benefit Corporation,FALSE,OR,,,
Modulus Designs Inc.,Benefit Corporation,FALSE,NV,Nevada,United States,
Mohawk Organics LLC,Benefit LLC,FALSE,OR,,,
Mohegan Sun Photography,Benefit Corporation,FALSE,NV,Nevada,United States,
"Moja World Travellers, Inc.",Benefit Corporation,FALSE,NY,,,
Moloney Contracting Inc,Benefit Corporation,FALSE,NV,,,
Monarch Stone And Tile Inc,Benefit Corporation,FALSE,NV,,,
Money With A Mission,Benefit Corporation,FALSE,SC,South Carolina,United States,moneywithamission.com
"MoneyVoice, PBC",Benefit Corporation,FALSE,DE,,,
"Monica Nicoll, Ph D, LCMHC, P.A.",Benefit Corporation,FALSE,NH,New Hampshire,United States,
"Monique L Easley, LLC",Benefit LLC,FALSE,OR,,,
Monkey Give Inc,Benefit Corporation,FALSE,DE,,,
Monkspie Pbc,Benefit Corporation,FALSE,DE,,,
"Monochrome Vestimentum, PBC",Benefit Corporation,FALSE,DE,,,
Month16,Benefit Corporation,FALSE,IL,Illinois,United States,www.month16.com
Moodys Capital Investments Corp,Benefit Corporation,FALSE,NV,,,
Mooni Market LLC,Benefit LLC,FALSE,OR,,,
"Moonlight Harvest Farms, PBC",Benefit Corporation,FALSE,DE,,,
"Moose MODE, Inc.",Benefit Corporation,FALSE,PA,,,
"Mor, Inc.",Benefit Corporation,FALSE,DE,,,
"Moral Systems, PBC",Benefit Corporation,FALSE,DE,,,
Morale Fashion,Benefit Corporation,FALSE,CA,,United States,
Morales Renovations Inc,Benefit Corporation,FALSE,NY,,,
"More Than Sport, Inc.",Benefit Corporation,FALSE,DE,Hawaii,United States,morethansport.org
Morgan Builds LLC,Benefit LLC,FALSE,OR,,,
"Morgan Law & Advocacy, LLC",Benefit LLC,FALSE,OR,,,
"Morris & Co. Animal Wellness, Inc.",Benefit Corporation,FALSE,DE,,,
Mortimer And Company Ltd,Benefit Corporation,FALSE,OR,,,
Mosgail LLC,Benefit LLC,FALSE,OR,,,
Motherlove Herbal Company,Benefit Corporation,TRUE,CO,Colorado,United States,motherlove.com
Mother'S Touch Senior Home Inc.,Benefit Corporation,FALSE,NV,,,
"Mothlounge, LLC",Benefit LLC,FALSE,OR,,,
"Motimatic, PBC",Benefit Corporation,FALSE,DE,,,
Motion Revolution Inc,Benefit Corporation,FALSE,MA,Massachusetts,United States,
"Motivation Technologies, Inc.",Benefit Corporation,FALSE,DE,,,
MOTLEY ENTERPRISE CORP,Benefit Corporation,FALSE,NY,,,
"Motor Sports Auto, LLC",Benefit LLC,FALSE,OR,Oregon,United States,tnt-motorsports.net
Mountain Lakes Water Systems Company,Benefit Corporation,FALSE,OR,,,
Movemaster Ecolines Inc,Benefit Corporation,FALSE,NY,,,
"Movie Masher, Inc.",Benefit Corporation,FALSE,VT,Vermont,United States,moviemasher.com
"MPath, LLC",Benefit Corporation,FALSE,OR,Oregon,United States,
MPOWER Financing,Benefit Corporation,FALSE,DE,District of Columbia,United States,www.mpowerfinancing.com
Mpower Sports And Recreation Benefit LLC,Benefit LLC,FALSE,MD,Maryland,United States,
MPOWERD Inc,Benefit Corporation,TRUE,NY,New York,United States,www.mpowerd.com
MPOWERD Inc.,Benefit Corporation,FALSE,PA,Pennsylvania,United States,www.mpowerd.com
Mps55 Inc,Benefit Corporation,FALSE,NV,,,
MRG Plastering Inc.,Benefit Corporation,FALSE,CO,Colorado,United States,
Mrgaccess Inc.,Benefit Corporation,FALSE,NV,Nevada,United States,
Mrshd Corporation,Benefit Corporation,FALSE,NV,,,
Ms. T'S Cleaning Service LLC,Benefit LLC,FALSE,OR,,,
Mtel Investments And Management Inc.,Benefit Corporation,FALSE,NV,,,
"MTG Industries North America, Inc.",Benefit Corporation,FALSE,PA,Pennsylvania,United States,www.MTGindustries.com
Mugshots Coffeehouse,Benefit Corporation,FALSE,PA,Pennsylvania,United States,www.mugshotscoffeehouse.com
"Multiply6, Inc., A Public Benefit Corporation Name Change To Shared Services Group, A Public Benefit Corporation On 7/21/14",Benefit Corporation,FALSE,DE,,,
Municipal Energy Partners Corp.,Benefit Corporation,FALSE,NY,,,
Muraco Innovations LLC,Benefit LLC,FALSE,OR,,,
Murry Incorporated LLC,Benefit LLC,FALSE,OR,,,
Muscleville Nutrition Inc.,Benefit Corporation,FALSE,NV,,,
"MusEDWorks, Inc.",Benefit Corporation,FALSE,NY,,,
"Musedworks, PBC",Benefit Corporation,FALSE,DE,New York,United States,musedlab.org/musedworks
Music THINKS,Benefit Corporation,FALSE,CA,,,
Mutualshare Technologies LLC,Benefit LLC,FALSE,OR,,,
Mvs Group Inc LLC,Benefit Corporation,FALSE,NV,Nevada,United States,
Mxd Inc,Benefit Corporation,FALSE,CO,,,
Mxproperties Inc,Benefit Corporation,FALSE,OR,,,
My Bilingual Classes,Benefit LLC,FALSE,MD,,,
My Bio Lab 360 PBC,Benefit Corporation,FALSE,CO,,,
"My Great Green School, Benefit LLC",Benefit LLC,FALSE,MD,Maryland,United States,
"My Kitchen, LLC",Benefit LLC,FALSE,OR,,,
My Natural Biz INC,Benefit Corporation,FALSE,NY,,,
"My Red Cams, Inc",Benefit Corporation,FALSE,CO,,,
My Strong Home PBC,Benefit Corporation,FALSE,DE,New York,United States,mystronghome.net
"My Trail Company, PBC",Benefit Corporation,FALSE,CO,Colorado,United States,mytrailco.com
My-Cultiver Pbc,Benefit Corporation,FALSE,DE,,,
MyDomino,Benefit Corporation,FALSE,CA,California,United States,www.mydomino.com
"Myght, Inc.",Benefit Corporation,FALSE,NY,New York,United States,
"Mygoodplanet, PBC",Benefit Corporation,FALSE,DE,,,
"Myintent Project, PBC",Benefit Corporation,FALSE,DE,,,www.myintent.org
Mymy Usa Corporation,Benefit Corporation,FALSE,NV,,,
MYNT SOLAR CO,Benefit Corporation,FALSE,UT,Utah,United States,
"Mypsychgeek, LLC",Benefit LLC,FALSE,OR,,,
MYRTHA'S FABULOUS NAILS SALON AND SPA INC,Benefit Corporation,FALSE,NY,,,
"myTurn.com, pbc",Benefit Corporation,FALSE,DE,New Hampshire,United States,myturn.com
Mz Inc.,Benefit Corporation,FALSE,CO,Colorado,United States,www.mzelectric.net
N & N USA INC,Benefit Corporation,FALSE,NY,,,
"N19Vm, LLC",Benefit LLC,FALSE,OR,,,
Nacheepa Inc,Benefit Corporation,FALSE,OR,,,
"Nague.Ai, Inc.",Benefit Corporation,FALSE,DE,,,
Nail Art Club,Benefit Corporation,FALSE,AZ,Arizona,United States,nacnailart.com
NAILSCOLORS & SPA INC,Benefit Corporation,FALSE,NY,,,
Namaste Solar,Benefit Corporation,TRUE,CO,Colorado,United States,www.namastesolar.com
Namido Inc,Benefit Corporation,FALSE,NV,,,
"Nanogrid Technologies, Pbc",Benefit Corporation,FALSE,DE,,,
Nanovated_Benefit_Corporation,Benefit Corporation,FALSE,CA,California,United States,www.nanovated.org
Napa Sonoma Trading International,Benefit Corporation,FALSE,NV,Nevada,United States,www.napasonomatrading.com
Napoleon Imarhiagbe Inc,Benefit Corporation,FALSE,NY,,,
National Accredited Corp,Benefit Corporation,FALSE,NY,,,
National Association Of Mortgage Officers,Benefit Corporation,FALSE,CO,Colorado,United States,
National Hispanic Services Servicios Hispanos Nacionales,Benefit Corporation,FALSE,NV,Nevada,United States,
National Income Tax Services Inc,Benefit Corporation,FALSE,NV,Nevada,United States,
National United Oil (Usa) Inc,Benefit Corporation,FALSE,NV,,,
"National Voter File, PBC",Benefit Corporation,FALSE,DE,,,
"National Water and Sewer Warranty, Inc.",Benefit Corporation,FALSE,CO,,,
National Wu Ying Tao Association Inc.,Benefit Corporation,FALSE,OR,,,
"Natural By Design, Inc.",Benefit Corporation,FALSE,OR,,,
"Natural Genius, PBC",Benefit Corporation,FALSE,DE,,,
Natural Marketing Concepts Inc.,Benefit Corporation,FALSE,NV,,,
Nature Purity Corporation,Benefit Corporation,FALSE,OR,,,
Naturelle Nails & Spa Inc,Benefit Corporation,FALSE,NV,,,
Naturopothecary LLC,Benefit LLC,FALSE,OR,,,
Nava PBC,Benefit Corporation,FALSE,DE,,,
"Navigation Partners Media, Public Benefit Corporation",Benefit Corporation,FALSE,DE,,,
Nb Dental Inc,Benefit Corporation,FALSE,NV,,,
Nd Executive Enterprises Inc,Benefit Corporation,FALSE,NV,,,
Ndina,Benefit Corporation,FALSE,MD,,,
Neareus Inc.,Benefit Corporation,FALSE,DE,,,
Nearshot PBC,Benefit Corporation,FALSE,DE,,,www.miraclemessages.org/faq
Nebu Milano Usa Inc.,Benefit Corporation,FALSE,NV,,,
Necessary Movement Incorporated,Benefit Corporation,FALSE,PA,,,
"Ned Biosystems, Inc.",Benefit Corporation,FALSE,DE,,,
NeedsList,Benefit Corporation,FALSE,DE,Pennsylvania,United States,
Neelamga & Community Benefit Corporation,Benefit Corporation,FALSE,MD,Maryland,United States,www.neelamga.com
NEEV,Benefit Corporation,TRUE,CA,California,United States,www.neev.life
Neighborhood Sun,Benefit Corporation,TRUE,MD,Maryland,United States,www.neighborhoodsun.solar/?lang=en
"Neighborship, GBC",Benefit Corporation,FALSE,MN,Minnesota,United States,
Neil Diamonds Inc.,Benefit Corporation,FALSE,NV,,,
Neil Kelly Company,Benefit Corporation,TRUE,OR,Oregon,United States,www.neilkelly.com
"Nella Terra Cellars, Inc.",Benefit Corporation,FALSE,CA,,United States,www.nellaterra.com
NELSON 1019 CORP,Benefit Corporation,FALSE,NY,,,
Neogenesis Inc.,Benefit Corporation,FALSE,NV,,,
NEPA Youth Shelter,Benefit Corporation,FALSE,PA,,,
Nerds Corporation,Benefit Corporation,FALSE,NV,,,
nerVenickels Technologies Inc,Benefit Corporation,FALSE,NH,,,
Neta Snook Inc.,Benefit Corporation,FALSE,DE,,,
Netchester Computer Support and Services,Benefit Corporation,FALSE,CT,,,
NetRaising,Benefit LLC,TRUE,OR,Oregon,United States,netraising.com
"Network Society Lab, Inc.",Benefit Corporation,FALSE,DE,,,
Netzero Colorado Pbc,Benefit Corporation,FALSE,CO,Colorado,United States,
"Netzero Colorado, Pbc",Benefit Corporation,FALSE,CO,,,
Netzero Green Energy Investment Solutions LLC,Benefit Corporation,FALSE,OR,,,
"Nevada Cannabis Ventures, Inc.",Benefit Corporation,FALSE,NV,Nevada,United States,
Nevada Corporate Associates Inc,Benefit Corporation,FALSE,NV,,,
Nevada Ideal Ltd.,Benefit Corporation,FALSE,NV,,,
Nevada Premier Advertising Inc,Benefit Corporation,FALSE,NV,,,
Nevada Security Corporation,Benefit Corporation,FALSE,NV,,,
Nevadans For Sound Government Inc.,Benefit Corporation,FALSE,NV,,,
Nevro Corp.,Benefit Corporation,FALSE,NV,,,
New Alliance Consulting Corporation,Benefit Corporation,FALSE,NV,,,
"New Beginning Enterprises, Inc.",Benefit Corporation,FALSE,NH,,,
New Crossing Homes LLC,Benefit LLC,FALSE,OR,,,
New Earth Muziq,Benefit Corporation,FALSE,CA,North Carolina,United States,newearthmuziq.com
"New Earth: City Of Refuge, Public Benefit Corporation",Benefit Corporation,FALSE,DE,,,
New Era Outfitters LLC,Benefit LLC,FALSE,OR,,,
New Leaf Paper,Benefit Corporation,TRUE,DE,California,United States,newleafpaper.com
New Leverage,Benefit Corporation,FALSE,NV,Nevada,United States,
"New Milford Family Dental, PC",Benefit Corporation,FALSE,CT,,,
New One LLC,Benefit LLC,FALSE,OR,,,
"New Outlook Financial, LLC",Benefit LLC,TRUE,OR,Oregon,United States,www.new-outlook.com
New Reality B-Corp.,Benefit Corporation,FALSE,CA,California,United States,www.newrealitybcorp.com/Home.html
New Rules GBC,Benefit Corporation,FALSE,MN,Minnesota,United States,
New Stidham Inc,Benefit Corporation,FALSE,CO,,,
New Thought Spirit In Business,Benefit Corporation,FALSE,CA,California,United States,
New Yama Fuji Sushi Inc.,Benefit Corporation,FALSE,CT,,,
NEW YORK METROPOLITAN & DISTRICT CRICKET INC,Benefit Corporation,FALSE,NY,,,
"Newearth B, PBC",Benefit Corporation,FALSE,DE,,,
NEWMED SUPPLY CORP,Benefit Corporation,FALSE,NY,,,
Newphaces Inc.,Benefit Corporation,FALSE,NY,,,
NewsGuard,Benefit Corporation,FALSE,DE,District of Columbia,United States,
"Nexius Insight, Inc.",Benefit Corporation,FALSE,NV,,,
"Next Generation Plumbing and Heating, Inc.",Benefit Corporation,FALSE,NH,New Hampshire,United States,
"Next Level Livestock Camps, Inc.",Benefit Corporation,FALSE,DE,,,
Next Millenium Corporation,Benefit Corporation,FALSE,NV,,,
Next Stage Designs LLC,Benefit LLC,FALSE,OR,,,
Next Step Up corp,Benefit Corporation,FALSE,NY,,,
Next Steps Pdx LLC,Benefit LLC,FALSE,OR,,,
Next Stop Produce Inc.,Benefit Corporation,FALSE,FL,Florida,United States,www.nextstopproduce.com/home.html
"Nfluence.Us, PBC",Benefit Corporation,FALSE,DE,,,
Ng Transportation Inc,Benefit Corporation,FALSE,NV,,,
Nha Construction LLC,Benefit LLC,FALSE,OR,Oregon,United States,
Nha Dep Usa Corporation,Benefit Corporation,FALSE,NV,,,
Nichole Danielle Paquet LLC,Benefit LLC,FALSE,OR,,,
"NIED STRATEGIES, INC.",Benefit Corporation,FALSE,NY,,,
Night Life Arts Inc,Benefit Corporation,FALSE,NV,,,
Nightingale Holdings Inc.,Benefit Corporation,FALSE,NV,Nevada,United States,
Nightlife In Vegas Inc.,Benefit Corporation,FALSE,NV,,,
"Nimble Hiring, Inc.",Benefit Corporation,FALSE,DE,,,
"Njord Brands, PBC",Benefit Corporation,FALSE,DE,,,
Nkem African Caribbean Market Inc.,Benefit Corporation,FALSE,NV,,,
Nkim Inc,Benefit Corporation,FALSE,CO,,,
No Borders Inc.,Benefit Corporation,FALSE,CO,,,
No More Broke Artists Inc.,Benefit Corporation,FALSE,DE,,,
"Noble Fiber, Inc.",Benefit Corporation,FALSE,CA,Pennsylvania,United States,noblebiomaterials.com
Nocciola 110 Corp,Benefit Corporation,FALSE,NY,,,
Nolan Painting Inc.,Benefit Corporation,FALSE,PA,Pennsylvania,United States,nolanpainting.com
Nolimit Accessories Inc,Benefit Corporation,FALSE,OR,,,
"NOLIMITS NYC, CORP",Benefit Corporation,FALSE,NY,,,
"Nomad Velo Composites, Inc.",Benefit Corporation,FALSE,DE,,,
Nonprofit Corps LLC,Benefit LLC,FALSE,OR,,,
"Nonprofit Sector Strategies, PBC",Benefit Corporation,FALSE,DE,,,
Nonquit Produce Company,Benefit Corporation,FALSE,RI,,,
Norfolk Fair Trade Co,Benefit Corporation,FALSE,VA,Virginia,United States,www.norfolkfairtrade.com
North America Bus Co.,Benefit Corporation,FALSE,NV,,,
"North America Procurement Council, Inc. Pbc",Benefit Corporation,FALSE,CO,,,
North Coast Recovery LLC,Benefit LLC,FALSE,OR,,,
North Conway House of Jerky Inc,Benefit Corporation,FALSE,NH,,,
North Sshore Limousine Service Inc.,Benefit Corporation,FALSE,NY,,,
"North, Inc.",Benefit Corporation,TRUE,OR,Oregon,United States,www.north.com
Northern Nevada Pest Control Inc.,Benefit Corporation,FALSE,NV,Nevada,United States,
Northfork53 Incorporated,Benefit Corporation,FALSE,OR,Oregon,United States,
Northwest Deconstruction Services LLC,Benefit LLC,FALSE,OR,,,
Northwest Fishing Expeditions Limited Liability Company,Benefit LLC,FALSE,OR,Oregon,United States,
Northwest Light & Energy Co.,Benefit Corporation,FALSE,OR,,,kenmoorehandyman.com/Contact.html
"Northwest Permanente, P.C.",Benefit Corporation,FALSE,OR,,,
"Nourish Earth, LLC",Benefit LLC,FALSE,OR,,,www.nourishearth.org
Nova Lex P.C.,Benefit Corporation,FALSE,NV,,,
Now you See It Clothing Corp,Benefit Corporation,FALSE,NY,,,
Npark Inc.,Benefit Corporation,FALSE,NV,,,
"Nps Marketing, Inc.",Benefit Corporation,FALSE,CO,,,
Npt Corporation,Benefit Corporation,FALSE,NV,,,
Nse Property Investment Groupnse Property Investment Group,Benefit Corporation,FALSE,NV,Nevada,United States,
"Nsp Academics, Inc.",Benefit Corporation,FALSE,DE,,,
